PRESION,ALTURA,TEMPAMB,TEMPROCIO,HUMEDAD,MEZCLAIRE,VIENTO,TPOT,TPOTEQ,TPOTV
5300,20316,209.575,181.85,1.25,0.000001,14.91888889,485.475,485.45,485.45
5267.5,20317,206.1375,180.4375,1.75,0.000001,36.52555556,478.3625,478.3375,478.3375
5252.5,20318,205.75,181.75,2.25,0.000001,20.06333333,477.85,477.825,477.825
5271.666667,20319,205.45,181.1833333,2.333333333,0.000001,27.26555556,476.6166667,476.6,476.6
5266.666667,20320,207.25,181.5666667,1.833333333,0.000001,19.03444444,480.9333333,480.9333333,480.9333333
5250,20321,206.6,180.7,1.5,0.000001,5.144444444,479.85,479.85,479.85
5284,20322,202.74,180.2,2.6,0.000001,27.78,470.08,470.06,470.06
5291.25,20323,205.85,181.35,2,0.000001,25.20777778,477.05,477.05,477.05
5260,20324,205.7,181.45,2,0.000001,16.97666667,477.55,477.525,477.525
5246.666667,20325,202.4333333,181.3333333,4,0.000001,29.32333333,470.2666667,470.2333333,470.2333333
5310,20326,206.625,180.775,1.5,0.000001,11.83222222,478.35,478.35,478.35
5250,20327,203.45,180.45,2.5,0.000001,18.52,472.5,472.5,472.5
5242.5,20328,204.25,180.35,2,0.000001,16.97666667,474.55,474.55,474.55
5300,20329,208.85,179.55,1,0.000001,19.54888889,483.8,483.8,483.8
5265,20330,207.65,181.15,2,0.000001,5.144444444,481.85,481.85,481.85
5273.333333,20331,203.1,180.8,2.666666667,0.000001,22.12111111,471.1,471.1,471.1
5232.5,20332,203.075,181.225,3,0.000001,17.49111111,472.175,472.175,472.175
5271.428571,20333,205.5428571,179.2714286,1.714285714,0.000001,25.20777778,476.8428571,476.8285714,476.8285714
5264,20334,202.98,179.96,2.8,0.000001,22.12111111,471.12,471.1,471.1
5255,20335,206.3833333,181,1.666666667,0.000001,22.63555556,479.25,479.25,479.25
5283.333333,20336,205,181.2666667,2.666666667,0.000001,9.774444444,475.3333333,475.3,475.3
5257.5,20337,205.4,181.05,2,0.000001,21.09222222,476.925,476.9,476.9
5220,20338,202.5,186.5,9,0.0000055,10.28888889,471.15,471.15,471.15
5246.666667,20339,205.6666667,180.5333333,1.666666667,0.000001,10.80333333,477.7666667,477.7666667,477.7666667
5256,20340,206.9,180.96,1.6,0.000001,24.17888889,480.34,480.34,480.34
5271.666667,20341,206.2,180.8666667,1.833333333,0.000001,15.94777778,478.3666667,478.35,478.35
5265,20342,205.25,181.75,2.5,0.000001,13.89,476.35,476.35,476.35
5270,20343,205.7333333,180.9833333,2.333333333,0.000001,19.54888889,477.35,477.35,477.35
5238,20344,206.92,183.02,5.2,0.0000048,19.54888889,480.96,480.92,480.92
5271.666667,20345,205.8,180.9666667,1.833333333,0.000001,25.72222222,477.45,477.45,477.45
5255,20346,206.575,179.475,1.5,0.000001,29.83777778,479.7,479.7,479.7
5230,20347,205.6285714,181.6142857,2.285714286,0.000001,25.72222222,478.1714286,478.1285714,478.1285714
5226.666667,20348,203.4333333,180.4333333,2.666666667,0.000001,18.52,473.1,473.1,473.1
5253.333333,20349,210.7,180.3666667,1,0.000001,12.34666667,489.3,489.3,489.3
5253.333333,20350,209.1666667,181.1666667,1.666666667,0.000001,15.43333333,485.7333333,485.7333333,485.7333333
5240,20351,203.94,181.62,3,0.000001,25.72222222,473.96,473.96,473.96
5225,20352,200.4,180.7,4,0.000001,7.716666667,466.1,466.1,466.1
5260,20353,205.8333333,183.3166667,3.166666667,0.000001,19.03444444,477.8666667,477.8,477.8
5214.285714,20354,205.6,182.6,3.142857143,0.000001,10.80333333,478.4714286,478.4714286,478.4714286
5200,20355,203.1,181.5666667,3.333333333,0.000001,9.26,473.0333333,473.0333333,473.0333333
5207.5,20356,207.45,181.625,1.75,0.000001,9.26,482.975,482.95,482.95
5245,20357,205.025,181.225,2.25,0.000001,9.774444444,476.35,476.325,476.325
5223.333333,20358,205.3166667,181.9333333,2.333333333,0.000001,11.83222222,477.6166667,477.5833333,477.5833333
5211.25,20359,204.925,181.525,2.875,0.000001,15.43333333,477,476.9625,476.9625
5232.5,20360,204.8625,181.0875,2.375,0.000001,20.06333333,476.3,476.2875,476.2875
5220,20361,206.7,181.13,2.4,0.000001,15.94777778,480.89,480.88,480.88
5212.5,20362,207,181,1.75,0.000001,10.28888889,481.775,481.775,481.775
5232.5,20363,204.825,178.925,1.75,0.000001,10.80333333,476.225,476.175,476.175
5230,20364,205.78,181.78,2.2,0.000001,22.12111111,478.48,478.46,478.46
5200,20365,201.6333333,181.9666667,5,0.000001,11.31777778,469.6333333,469.6,469.6
5213.333333,20366,202.3,179.6333333,2.333333333,0.000001,12.34666667,470.8666667,470.8666667,470.8666667
5157.5,20367,203.75,182.25,3.25,0.000001,13.89,475.65,475.65,475.65
5223.75,20368,204.775,180.85,2.375,0.000001,22.63555556,476.3375,476.3125,476.3125
5211.111111,20369,206.4,181.6111111,2.333333333,0.000002,21.60666667,480.4,480.3888889,480.3888889
5193.636364,20370,205.7363636,181.9727273,2.363636364,0.000001,20.57777778,479.3363636,479.3090909,479.3090909
5240,20371,210.45,181.2,1,0.000001,8.231111111,489.1,489,489.05
5191.666667,20372,203.3166667,181.2833333,3.166666667,0.000001,19.54888889,473.7666667,473.75,473.75
5210,20373,204.5666667,183.5666667,4,0.000001,11.83222222,476.2,476.2,476.2
5235,20374,207.6,181.6,2,0.000001,9.26,482.55,482.55,482.55
5224.444444,20375,205.3888889,180.6777778,2,0.000001,22.12111111,477.7555556,477.7444444,477.7444444
5200,20376,203.95,180.9,2.5,0.000001,12.34666667,475,475,475
5252.5,20377,208.25,181.5,1.5,0.000001,19.03444444,483.625,483.6,483.6
5192.222222,20378,203.1888889,181.3,3,0.000001,26.23666667,473.4666667,473.4444444,473.4444444
5225,20379,203.7166667,181.6,3,0.000001,14.91888889,473.8166667,473.8,473.8
5195,20380,204.9,179.4,1.5,0.000001,25.20777778,477.4,477.35,477.35
5186,20381,207.88,182.3,1.8,0.000001,33.43888889,484.54,484.54,484.54
5246.666667,20382,201.9666667,180.3,2.666666667,0.000001,26.75111111,469.2,469.1666667,469.1666667
5220,20383,202.2,180.7,3,0.000001,14.91888889,470.475,470.425,470.425
5183.333333,20384,204.2333333,181.9,3,0.000001,19.54888889,476.1,476.1,476.1
5233.333333,20385,204.7666667,180.6666667,2,0.000001,19.03444444,476.0666667,476.0666667,476.0666667
5170,20386,204.1,180.24,2.2,0.000001,8.231111111,476.14,476.12,476.12
5203.333333,20388,203.3666667,181.2833333,2.833333333,0.000001,25.72222222,473.5666667,473.5666667,473.5666667
5210,20389,205.8142857,180.5571429,2.142857143,0.000001,22.63555556,479.1,479.0857143,479.0857143
5195,20390,203.9,178.9,2,0.000001,12.86111111,475.05,475.05,475.05
5227.5,20391,204.15,180.8,2.5,0.000001,22.12111111,474.775,474.775,474.775
5175,20392,203.675,181.075,3,0.000001,22.12111111,475.05,475.025,475.025
5152.5,20393,203.65,180.9,2.25,0.000001,18.52,475.575,475.575,475.575
5176.666667,20394,206.1666667,181.8333333,2,0.000001,23.15,480.7666667,480.7666667,480.7666667
5187.5,20395,206.45,181.225,1.75,0.000001,13.89,481.175,481.175,481.175
5174,20396,206.06,180.8,2,0.000001,20.06333333,480.64,480.64,480.64
5165,20397,203.7,180.7,2.5,0.000001,14.91888889,475.4,475.35,475.35
5200,20398,203.725,181.25,2.75,0.000001,21.60666667,474.525,474.525,474.525
5196.666667,20399,202.7,180.7,2.666666667,0.000001,9.774444444,472.2333333,472.1666667,472.1666667
5200,20400,199.4,180.8,4,0.000001,11.83222222,464.4,464.4,464.4
5223.333333,20401,205.6333333,181.9666667,2.666666667,0.000001,23.15,478.3666667,478.3,478.3
5186.666667,20402,204.2333333,180.4,2,0.000001,27.26555556,476.0166667,476.0166667,476.0166667
5192,20403,205.62,180.08,1.6,0.000001,18.52,479.14,479.14,479.14
5170,20404,203.2333333,181.5666667,3,0.000001,19.54888889,474.1333333,474.1333333,474.1333333
5192,20405,204.68,180.96,2,0.000001,18.00555556,476.94,476.94,476.94
5196.666667,20406,206.5,180.1666667,1.666666667,0.000001,20.57777778,481.0333333,481,481
5196.666667,20407,203.5666667,180.4,2.333333333,0.000001,25.20777778,474.2333333,474.2,474.2333333
5205,20408,206.15,182.2,2.5,0.000001,20.57777778,480.05,480.05,480.05
5160,20409,203.48,181.16,3,0.000001,15.43333333,474.98,474.96,474.96
5180,20410,206.275,181.925,2,0.000001,21.60666667,480.975,480.975,480.975
5195,20411,205.7,180.85,1.75,0.000001,22.12111111,479.25,479.25,479.25
5200,20412,207.7,180.1,1,0.000001,7.716666667,483.8,483.8,483.8
5205,20413,205.5,180.55,2,0.000001,20.57777778,478.5,478.5,478.5
5185,20414,204.925,181.35,2.25,0.000001,24.17888889,477.675,477.675,477.675
5197.5,20415,205.4625,181.5625,2.25,0.000001,19.03444444,478.6125,478.5875,478.5875
5175,20416,203.55,180.425,2.5,0.000001,21.09222222,474.675,474.675,474.675
5183.333333,20417,203.55,181.0166667,2.666666667,0.000001,20.57777778,474.55,474.55,474.55
5196.666667,20418,207.3333333,183.1666667,2.666666667,0.000001,23.15,483,482.95,482.9666667
5190,20419,207.9333333,183.6,2.5,0.000001,19.54888889,484.55,484.5166667,484.5333333
5147.5,20420,206.25,181.725,2.25,0.000001,22.12111111,481.775,481.775,481.775
5190,20421,206.2,180.9333333,1.666666667,0.000001,24.69333333,480.5,480.4666667,480.4666667
5170.301075,20422,205.3825806,181.5997849,2.488215054,1.10E-06,32.41,479.1394624,479.1255914,479.1262366
5163.75,20423,205.175,181.1,2.375,0.000001,23.66444444,478.8125,478.8125,478.8125
5181.25,20424,206.0125,181.65,2.25,0.000002125,21.60666667,480.3375,480.325,480.325
5196.25,20425,205.9875,181.3625,2.125,0.000001,22.63555556,479.85,479.825,479.825
5150,20426,207.1,181.1,2,0.000001,12.34666667,483.7,483.7,483.7
5190,20427,206.2,180.68,1.8,0.000001,20.57777778,480.48,480.48,480.48
5200,20428,206.6,181.65,1.5,0.000001,22.12111111,481.2,481.15,481.15
5137.5,20429,202.2,182.2,5.25,0.000001,18.52,472.575,472.55,472.55
5100,20431,204.1,185.1,5,0.000001,10.28888889,478,478,478
5150,20432,205.95,181.05,2,0.000001,24.69333333,481.05,481,481
5165,20433,203.875,181.825,3.5,0.000001,22.63555556,475.775,475.75,475.75
5195.714286,20434,205.8,180.5142857,1.857142857,0.000001,28.29444444,479.4571429,479.4428571,479.4428571
5210,20435,205.45,181.175,2.25,0.000001,20.06333333,478.3,478.3,478.3
5180,20436,203.25,182.75,4,0.00000325,18.00555556,473.925,473.9,473.9
5162.5,20437,204.6,180.85,2.25,0.000001,9.774444444,477.5,477.5,477.5
5178.333333,20438,204.1,180.9333333,2.666666667,0.000001,11.83222222,475.9166667,475.9,475.9
5168,20439,207.54,181.88,2,0.000001,13.89,484.22,484.18,484.18
5140,20440,206.86,183.86,4.8,0.0000028,18.52,483.42,483.34,483.34
5150,20441,206.525,180.7,1.75,0.000001,15.94777778,482.325,482.325,482.325
5145,20442,206.65,181.2,2,0.000001,11.31777778,482.725,482.725,482.725
5208,20444,205.18,181.98,3,0.000001,25.72222222,477.68,477.66,477.68
5187.5,20445,206.2,181.35,2,0.000001,20.06333333,480.575,480.575,480.575
5174,20446,205.44,179.64,2,0.000001,19.03444444,479.2,479.18,479.18
5186.666667,20447,207.6333333,177.9666667,0.67,0.000001,13.37555556,483.9666667,483.9666667,483.9666667
5120,20448,204.06,181.06,2.8,0.000001,20.06333333,477.38,477.36,477.36
5148.333333,20449,206.95,180.65,2,0.000001,17.49111111,483.3833333,483.3833333,483.3833333
5126.666667,20450,205.4888889,181.1444444,2.444444444,0.000001,29.83777778,480.5333333,480.5222222,480.5222222
5167,20451,207.37,181.66,1.801,0.000001,25.72222222,483.88,483.84,483.84
5136.666667,20452,203.7333333,180.1,2.333333333,0.000001,10.28888889,476.1666667,476.1666667,476.1666667
5134.285714,20453,205.2428571,181.4,2.428571429,0.000001,22.63555556,479.7571429,479.7428571,479.7428571
5147.5,20454,206.3,181.8875,2.875,0.000002125,16.46222222,481.9,481.8875,481.8875
5164.285714,20455,207.2571429,180.6857143,1.571428571,0.000001,27.78,483.6857143,483.6571429,483.6571429
5142.5,20456,207.8,179.8,1.25,0.000001,17.49111111,485.5,485.5,485.5
5134,20457,204.62,181.42,2.8,0.000001,22.12111111,478.28,478.28,478.28
5153.333333,20458,204.6666667,181.5,2.666666667,0.000001,24.17888889,477.9333333,477.9,477.9
5110,20459,204.86,181.66,2.6,0.000001,21.60666667,479.52,479.52,479.52
5081,20460,203.97,181.22,3,0.000001,22.12111111,478.19,478.16,478.16
5147.5,20461,204.125,180.65,2.5,0.000001,25.72222222,476.8,476.7875,476.7875
5135,20462,203.9833333,181.2166667,2.833333333,0.000001,24.17888889,476.8166667,476.7833333,476.7833333
5120,20463,204.3666667,182.3166667,4.5,0.0000025,14.40444444,478.1,478.05,478.05
5137.5,20464,205.3,182.3,2.5,0.000001,20.06333333,479.825,479.8,479.8
5117.5,20465,202.775,181.1,3.75,0.000001,14.40444444,474.4,474.4,474.4
5156.666667,20466,205.9333333,179.3666667,3,0.000001,9.26,480.7,480.7,480.7
5083.333333,20467,206.1666667,182.5,2.666666667,0.000001,13.37555556,483.3,483.3,483.3
5160,20468,203.8333333,180.8333333,2.333333333,0.000001,18.00555556,475.7666667,475.7666667,475.7666667
5046.666667,20470,204.5,181.8,3.333333333,0.000001,18.00555556,480.3666667,480.35,480.35
5100,20471,204.7272727,180.7727273,2.545454545,0.000001,26.23666667,479.4818182,479.4545455,479.4545455
5141.428571,20472,206.2714286,179.7285714,1.571428571,0.000001,15.94777778,482,481.9714286,481.9714286
5086,20473,201.74,180.88,3.2,0.000001,16.97666667,472.86,472.84,472.84
5136.666667,20474,205.6333333,183.6333333,3.333333333,0.000001,14.40444444,480.6,480.6,480.6
5133.333333,20475,208.2333333,186.2333333,6.333333333,7.33E-06,7.202222222,486.8333333,486.8,486.8
5103.333333,20477,203.2333333,178.9,2,0.000001,17.49111111,475.9,475.8666667,475.8666667
5115,20478,205.9,181.4,2,0.000001,19.03444444,481.85,481.85,481.85
5100,20479,207.6,179.28,1.2,0.000001,35.49666667,486.2,486.2,486.2
5051.818182,20480,203.0272727,181.2090909,3.272727273,0.000001,21.09222222,476.8,476.7909091,476.7909091
5152.5,20481,205.4,181.3,2,0.000001,24.17888889,479.675,479.65,479.65
5106.666667,20482,204.65,181.2833333,2.5,0.000001,11.83222222,479.1166667,479.0833333,479.0833333
5106,20483,203.96,180.66,2.3,0.000001,20.06333333,477.5,477.5,477.5
5130,20484,204.35,181.25,2.75,0.000001,26.75111111,477.775,477.775,477.775
5152.5,20486,206.675,180.875,1.5,0.000001,30.86666667,482.625,482.625,482.625
5110,20487,208.7,186.7,3,0.000001,9.26,488.5,488.5,488.5
5142.5,20488,205.75,182.75,2.5,0.000001,15.94777778,480.75,480.725,480.725
5097.777778,20489,204.6888889,181.4111111,2.555555556,0.000001,20.06333333,479.4555556,479.4333333,479.4333333
5018.333333,20490,201.925,181.3166667,3.666666667,0.000001,25.72222222,475.1,475.1,475.1
5102,20491,204.2,180.58,2.2,0.000001,18.52,478.18,478.18,478.18
5075.714286,20492,203.6571429,181.6,3.142857143,0.000001,23.15,477.6428571,477.6285714,477.6285714
5078.571429,20493,202.6428571,181.2142857,3.142857143,0.000001,18.00555556,475.1714286,475.1571429,475.1571429
5103.333333,20494,205.5333333,180.9,2.333333333,0.000001,31.89555556,481.2666667,481.2666667,481.2666667
5143.333333,20495,202.7666667,180.4333333,2.333333333,0.000001,11.31777778,473.7333333,473.7333333,473.7333333
5080,20496,202.3,180.3,3,0.000001,10.80333333,474.3,474.3,474.3
5100,20497,206.9666667,183.9666667,3,0.000001,19.03444444,484.7333333,484.7333333,484.7333333
5138,20498,208.52,181.14,1.402,0.000001,19.54888889,487.36,487.32,487.34
5112,20499,208.14,180.54,1.4,0.000001,22.63555556,487.14,487.14,487.14
5028.125,20500,204.41875,182.75625,3.625,1.56E-06,19.03444444,480.7125,480.69375,480.69375
5088,20501,205.42,181.02,2.2,0.000001,14.40444444,481.46,481.44,481.44
5115,20502,202.45,179.95,2.75,0.000001,10.80333333,473.75,473.75,473.75
5123.75,20503,205.15,180.8875,2.375,0.000001,20.06333333,479.825,479.825,479.825
5106.666667,20504,204.2,180.75,2.666666667,0.000001,18.52,478.0333333,478.0333333,478.0333333
5073.333333,20505,200.7333333,179.9666667,3,0.000001,11.83222222,470.8666667,470.8333333,470.8333333
5140,20506,210,185.5,2.5,0.0000055,7.716666667,490.8,490.7,490.7
5085,20508,205.0666667,182.2333333,2.833333333,0.000001,21.60666667,480.6833333,480.6666667,480.6666667
5070,20509,199.3,183.3,7,0.000001,10.80333333,467.6,467.6,467.6
5005.16129,20510,203.0483871,180.983871,3.129032258,0.000001,34.46777778,478.1096774,478.1032258,478.1032258
5095.714286,20511,206.3285714,180.7285714,1.714285714,0.000001,14.40444444,483.3428571,483.3285714,483.3285714
5086,20512,204.6,180.16,2,0.000001,18.52,479.54,479.54,479.54
5095,20513,201.1,180.1,3.5,0.000001,7.202222222,471.15,471.15,471.15
4980,20514,203.7,181.7,3,0.000001,10.28888889,480.3,480.3,480.3
5130,20515,203.5,179.5,2,0.000001,17.49111111,475.8,475.8,475.8
5085,20516,204.1333333,181.1333333,2.833333333,0.000001,19.03444444,478.4833333,478.4666667,478.4666667
5060,20517,208.3,183.3,2,0.000001,23.15,488.9,488.9,488.9
5066,20518,206.38,182.46,2.8,0.000001,14.91888889,484.26,484.26,484.26
5134,20519,206.72,180.24,1.6,0.000001,21.60666667,483.22,483.18,483.18
5017.857143,20520,203.6071429,181.5678571,3.071428571,1.00E-06,28.29444444,479.0714286,479.0464286,479.0464286
5098,20521,205.98,181.98,2.2,0.000001,24.17888889,482.48,482.46,482.46
5072.857143,20522,204.3571429,179.8,2.001428571,0.000001,23.15,479.3428571,479.3428571,479.3428571
5140,20523,205.5,180.5,2,0.000001,10.80333333,480.2,480.2,480.2
5065,20524,202.9,180.2,2.5,0.000001,24.17888889,476.1,476.05,476.05
5110,20525,212.3,178.3,0.01,0.000001,15.43333333,496.9,496.9,496.9
5100,20526,213.5,185.5,2,0.000001,14.40444444,500,500,500
5104,20527,206.48,181.64,2.4,0.000001,26.75111111,483.5,483.48,483.48
5071,20528,207.43,181.88,2,0.000001,22.63555556,486.62,486.59,486.59
5107.5,20529,205.925,180.775,1.75,0.000001,29.83777778,482.1,482.1,482.1
5017.5,20530,204.0208333,181.0270833,2.812708333,1.00E-06,26.23666667,480.0645833,480.0416667,480.0416667
5100,20531,205.2333333,180.3833333,1.666666667,0.000001,18.00555556,480.65,480.6333333,480.6333333
5076.666667,20532,203.5166667,180.0166667,2.083333333,0.000001,28.29444444,477.2666667,477.2666667,477.2666667
5065,20533,201.8,180.8,3.5,0.000001,21.60666667,473.55,473.55,473.55
5054,20534,205.28,181.12,2.2,0.000001,19.03444444,482.04,482.02,482.02
5093.333333,20535,204.9,180.9,2,0.000001,23.66444444,480.0333333,480.0333333,480.0333333
5043.333333,20536,204.8666667,180.3666667,2.333333333,0.000001,21.60666667,481.3166667,481.3166667,481.3166667
5097.5,20537,207.15,178.7,1.5025,0.000001,18.00555556,485.175,485.175,485.175
5060,20538,206,181,2,0.000001,24.17888889,483.55,483.55,483.55
5133.333333,20539,209.6666667,180.9666667,1,0.000001,15.43333333,490.1666667,490.1333333,490.1333333
5004.222222,20540,204.0044444,181.53,2.822222222,1.00E-06,28.80888889,480.3833333,480.3622222,480.3622222
5088.333333,20541,205.3666667,181.2333333,2.166666667,0.000001,31.38111111,481.2666667,481.25,481.25
5067.5,20542,204.15,180.475,2,0.000001,26.75111111,478.975,478.975,478.975
5090,20543,204.1,178.1,1,0.000001,10.80333333,478.3,478.3,478.3
5090,20544,204.5,180.8333333,2.333333333,0.000001,11.83222222,479.2666667,479.2666667,479.2666667
5071.428571,20545,203.3571429,182.2142857,4.571428571,2.29E-06,21.09222222,477.0142857,477.0142857,477.0142857
5094,20546,205.38,182.38,2.8,0.000001,22.12111111,481.18,481.16,481.16
4960,20547,199.7,181.7,5,0.000001,2.572222222,471.4,471.4,471.4
5055,20548,204.15,178.45,2,0.000001,21.09222222,479.4,479.4,479.4
5092,20549,208.82,182.32,1.6,0.000001,33.43888889,489.26,489.26,489.26
5007.5,20550,204.85875,181.7075,2.6625,1.00E-06,29.32333333,482.30625,482.28625,482.28625
5086.666667,20551,206.0777778,180.7,1.777777778,0.000001,24.69333333,483,482.9666667,482.9666667
5083.333333,20552,205.0666667,180.1444444,1.777777778,0.000001,22.12111111,480.7333333,480.7222222,480.7222222
5042.5,20553,208.9,182.9,1.75,0.000001,28.80888889,490.85,490.825,490.825
5090,20554,208.2333333,180.9,1.666666667,0.000001,20.57777778,488,487.9333333,487.9333333
5067.5,20555,202.65,180.65,2.75,0.000001,21.60666667,475.475,475.475,475.475
5048,20556,207.7,183.1,2,0.000001,27.26555556,487.88,487.88,487.88
5080,20557,207.875,181.625,2.5,0.000001,19.03444444,487.4,487.35,487.35
5056.666667,20558,205.5333333,179.4166667,1.833333333,0.000001,15.43333333,482.5333333,482.5333333,482.5333333
5086,20559,205.8,181.84,2.4,0.000001,10.80333333,482.36,482.36,482.36
5006.020408,20560,204.527551,181.5163265,2.56122449,1.09E-06,27.26555556,481.5653061,481.5459184,481.5459184
5083.333333,20561,204.8333333,180.9,2,0.000001,9.774444444,480.1666667,480.1666667,480.1666667
5076.666667,20562,204.9666667,181.6333333,2.333333333,0.000001,21.60666667,480.6666667,480.6666667,480.6666667
5030,20563,206.6,182.35,2.7525,0.00000325,30.86666667,485.775,485.75,485.75
5058,20564,206.58,181.98,2,0.000001,31.89555556,484.98,484.96,484.96
5045,20565,208.7,182.2,2,0.000001,17.49111111,490.3,490.3,490.3
5060,20566,206.2857143,181.2857143,2.142857143,0.000001,30.86666667,484.1714286,484.1714286,484.1714286
5120,20567,205.1,181.1,2,0.000001,8.745555556,479.8,479.8,479.8
5058,20568,207.36,180.98,1.8,0.000001,21.60666667,486.78,486.78,486.78
5083.333333,20569,208.2,181.8333333,1.666666667,0.000001,21.09222222,488.0333333,488.0333333,488.0333333
5001.075269,20570,205.0064516,181.5172043,2.419354839,1.00E-06,30.35222222,482.827957,482.8075269,482.8075269
5068.888889,20571,206.8111111,180.5333333,1.666666667,0.000001,24.69333333,485.2,485.2,485.2
5028,20572,207.42,180.62,1.802,0.000001,26.23666667,487.76,487.76,487.76
5066,20573,205.06,181.06,2.2,0.000001,19.03444444,481.18,481.18,481.18
5080,20574,205.1666667,180.5,2,0.000001,25.72222222,481.0333333,481.0333333,481.0333333
5040,20575,204.3666667,181.0333333,2.333333333,0.000001,21.60666667,480.2666667,480.2666667,480.2666667
5020,20576,207.05,182.05,2.25,0.000001,19.54888889,487.125,487.125,487.125
5060,20577,208.3,181.3,1,0.000001,19.03444444,488.9,488.9,488.9
5045,20578,206.95,179.7,1.5,0.000001,15.94777778,486.175,486.175,486.175
5070,20579,208.5,181.15,1.25,0.000001,15.94777778,489.15,489.1375,489.1375
5000.505051,20580,204.8181818,181.6969697,2.585858586,1.00E-06,26.75111111,482.4070707,482.3838384,482.3838384
5100,20581,212.7,183.9,1.5,0.0000055,10.80333333,498.1,498.1,498.1
5023.333333,20582,207.3,181.3,1.666666667,0.000001,7.716666667,487.6,487.6,487.6
5030,20584,206.2,182.7,2.5,0.000001,15.43333333,484.9,484.85,484.85
5045,20585,208.1,182.6,2,0.000001,21.60666667,488.9,488.9,488.9
5042.5,20586,207,181,1.75,0.000001,19.03444444,486.4,486.35,486.35
5100,20587,211.8,180.4,1,0.000001,8.231111111,496,496,496
5023.75,20588,204.75,181,2.375,0.000001,28.29444444,481.6125,481.6125,481.6125
5097.5,20589,208.95,180.175,1.25,0.000001,13.37555556,489.4,489.375,489.375
5001.359223,20590,205.2203883,181.307767,2.349514563,1.09E-06,25.72222222,483.3194175,483.3067961,483.3067961
5067.5,20591,205.7,181.2,2,0.000001,11.31777778,482.625,482.625,482.625
5040,20592,204.3,179.8,2,0.000001,26.75111111,480.1,480.1,480.1
5036.666667,20593,202.6333333,180.6333333,2.666666667,0.000001,20.06333333,476.2666667,476.2666667,476.2666667
5008.333333,20594,207.6333333,179.8,1.336666667,0.000001,21.60666667,488.8,488.7833333,488.7833333
5056,20595,207.06,181.46,2,0.000001,20.06333333,486.18,486.12,486.12
5020,20596,204.66,181.46,2.8,0.000001,9.26,481.52,481.5,481.5
5015,20597,208.2,182.2,2,0.000001,12.34666667,490,489.95,489.95
4993.333333,20598,203.8333333,180.5,2.333333333,0.000001,19.03444444,480.3,480.3,480.3
5005,20599,207.7,181.7,1.5,0.000001,22.12111111,489.05,489.05,489.05
5001.333333,20600,205.507619,181.5742857,2.37152381,1.18E-06,28.80888889,484.0028571,483.9819048,483.9819048
5020,20601,204.25,181,2.5,0.000001,8.745555556,480.5,480.45,480.45
5040,20602,205.46,180.66,1.6,0.000001,29.83777778,482.82,482.82,482.82
5070,20603,214.7,186.7,2,0.000001,11.83222222,503.7,503.6,503.7
4990,20604,204.46,179.46,2.2,0.000001,19.54888889,481.84,481.84,481.84
5023.333333,20605,207.6333333,183.3,2.666666667,0.000001,12.34666667,488.4,488.4,488.4
5051.666667,20606,206.7,180.7,1.666666667,0.000001,18.00555556,485.4166667,485.4166667,485.4166667
4965,20607,204.4,182.9,3,0.000001,16.97666667,482.45,482.35,482.35
5030,20608,206.4714286,181.3857143,2,0.000001,11.31777778,485.4714286,485.4571429,485.4571429
4950,20609,200.3,180.8,4,0.000001,10.28888889,473.15,473.1,473.1
5000.442478,20610,205.9247788,181.3141593,2.035486726,1.08E-06,25.72222222,485.0088496,484.9876106,484.9876106
5010,20612,207.3666667,183.3666667,2.333333333,0.000001,26.75111111,488.1666667,488.1333333,488.1333333
5033.333333,20613,205.2333333,180.9,2.333333333,0.000001,18.00555556,482.4666667,482.4666667,482.4666667
5013.333333,20614,206.5666667,180.5666667,1.666666667,0.000001,23.15,486.1666667,486.1666667,486.1666667
5032,20616,206.92,181.42,2,0.000001,13.37555556,486.46,486.46,486.46
5035.714286,20617,205.0571429,180,2.142857143,0.000001,15.43333333,482.0142857,482,482
5005.714286,20618,205.3285714,180.7571429,2.142857143,0.000001,20.57777778,483.4571429,483.4428571,483.4571429
4950,20619,199.9,180.9,4,0.000001,7.716666667,472.2,472.2,472.2
4998.958333,20620,205.3520833,181.3833333,2.385520833,1.00E-06,32.92444444,483.7114583,483.6833333,483.6833333
4950,20621,205.9,177.9,1,0.000001,15.43333333,486.4,486.3,486.3
5006.666667,20622,206.9666667,181.9666667,1.666666667,0.000001,25.20777778,487.3,487.3,487.3
5070,20623,213.3,184.3,1,0.000001,12.34666667,500.4,500.4,500.4
4980,20624,207.3,183.3,2,0.000001,8.231111111,488.8,488.8,488.8
5003.333333,20626,205.8333333,182.1666667,2.666666667,0.000001,30.35222222,484.7333333,484.7,484.7
5043.333333,20627,208.3,179.6333333,1.666666667,0.000001,15.94777778,489.4,489.4,489.4
4985,20628,205.8,180.8,1.75,0.000001,25.20777778,485.15,485.15,485.15
5007.5,20629,205.8,180.55,2,0.000001,25.20777778,484.525,484.525,484.525
4999.93007,20630,205.9412587,181.6370629,2.293776224,1.25E-06,29.83777778,485.0678322,485.041958,485.041958
5040,20631,208.9,180.9,1,0.000001,21.60666667,490.9,490.9,490.9
4990,20632,203.4333333,182.1,3,0.000001,14.91888889,479.4666667,479.4333333,479.4333333
5030,20634,207.3,179.3,1,0.000001,14.40444444,487.4,487.4,487.4
5020,20635,211.1,183.1,1,0.000001,16.97666667,496.6,496.6,496.6
